会社名,書類名,docID,証券コード,ＥＤＩＮＥＴコード,決算期,提出日,提出者業種
株式会社ベイカレント・コンサルティング,有価証券報告書－第9期(2022/03/01－2023/02/28),S100Q8UT,65320,E32549,2023-02-28,2023-05-29,サービス業
株式会社シー・ヴイ・エス・ベイエリア,有価証券報告書－第43期(2022/03/01－2023/02/28),S100QU8U,26870,E03372,2023-02-28,2023-05-29,小売業
いちご株式会社,有価証券報告書－第23期(2022/03/01－2023/02/28),S100QUEY,23370,E05314,2023-02-28,2023-05-29,サービス業
株式会社マルゼン,有価証券報告書－第62期(2022/03/01－2023/02/28),S100QUC4,59820,E02438,2023-02-28,2023-05-29,金属製品
株式会社クリエイト・レストランツ・ホールディングス,有価証券報告書－第26期(2022/03/01－2023/02/28),S100QUBC,33870,E05517,2023-02-28,2023-05-29,小売業
株式会社幸和製作所,有価証券報告書－第36期(2022/03/01－2023/02/28),S100QUHL,78070,E33491,2023-02-28,2023-05-29,その他製品
株式会社ブロッコリー,有価証券報告書－第29期(2022/03/01－2023/02/28),S100QUC1,27060,E02463,2023-02-28,2023-05-29,小売業
株式会社ラピーヌ,有価証券報告書－第75期(2022/03/01－2023/02/28),S100QUJO,81430,E00605,2023-02-28,2023-05-29,繊維製品
株式会社ＤＤホールディングス,有価証券報告書－第27期(2022/03/01－2023/02/28),S100QUDV,30730,E05673,2023-02-28,2023-05-29,小売業
株式会社ツインバード,有価証券報告書－第61期(2022/03/01－2023/02/28),S100QUKC,68970,E02017,2023-02-28,2023-05-29,電気機器
株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,有価証券報告書－第11期(2022/03/01－2023/02/28),S100QUHM,65550,E20870,2023-02-28,2023-05-29,サービス業
株式会社ロコンド,有価証券報告書－第13期(2022/03/01－2023/02/28),S100QUJS,35580,E32966,2023-02-28,2023-05-29,小売業
ＪＭＡＣＳ株式会社,有価証券報告書－第59期(2022/03/01－2023/02/28),S100QUM5,58170,E01348,2023-02-28,2023-05-29,非鉄金属
株式会社スーパーバリュー,有価証券報告書－第27期(2022/03/01－2023/02/28),S100QTQA,30940,E03523,2023-02-28,2023-05-30,小売業
小泉株式会社,有価証券報告書－第83期(2022/03/01－2023/02/28),S100QUOO,,E02556,2023-02-28,2023-05-30,卸売業
株式会社安芸ゴルフ倶楽部,有価証券報告書－第11期(2022/03/01－2023/02/28),S100QUOY,,E26965,2023-02-28,2023-05-30,サービス業
タキヒヨー株式会社,有価証券報告書－第112期(2022/03/01－2023/02/28),S100QUN1,99820,E02776,2023-02-28,2023-05-30,卸売業
株式会社大和,有価証券報告書－第107期(2022/03/01－2023/02/28),S100QUP2,82470,E03025,2023-02-28,2023-05-30,小売業
株式会社関通,有価証券報告書－第37期(2022/03/01－2023/02/28),S100QURI,93260,E35493,2023-02-28,2023-05-30,倉庫・運輸関連
株式会社フェリシモ,有価証券報告書－第58期(2022/03/01－2023/02/28),S100QUU4,33960,E03467,2023-02-28,2023-05-30,小売業
株式会社三陽商会,有価証券報告書－第80期(2022/03/01－2023/02/28),S100QUTS,80110,E00593,2023-02-28,2023-05-30,繊維製品
サインポスト株式会社,有価証券報告書－第16期(2022/03/01－2023/02/28),S100QU9X,39960,E33519,2023-02-28,2023-05-30,情報・通信業
株式会社ポプラ,有価証券報告書－第48期(2022/03/01－2023/02/28),S100QU7Q,76010,E03312,2023-02-28,2023-05-30,小売業
株式会社Ｏｌｙｍｐｉｃグループ,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QUJW,82890,E03132,2023-02-28,2023-05-30,小売業
株式会社マーキュリーリアルテックイノベーター,有価証券報告書－第32期(2022/03/01－2023/02/28),S100QUGN,50250,E37397,2023-02-28,2023-05-30,情報・通信業
株式会社ピックルスホールディングス,有価証券報告書－第1期(2022/03/01－2023/02/28),S100QU2B,29350,E37741,2023-02-28,2023-05-30,食料品
株式会社ＭＯＲＥＳＣＯ,有価証券報告書－第65期(2022/03/01－2023/02/28),S100QUHK,50180,E01083,2023-02-28,2023-05-30,石油・石炭製品
株式会社白鳩,有価証券報告書－第51期(2022/03/01－2023/02/28),S100QUS0,31920,E30504,2023-02-28,2023-05-30,小売業
株式会社アズ企画設計,有価証券報告書－第34期(2022/03/01－2023/02/28),S100QUVT,34900,E33863,2023-02-28,2023-05-30,不動産業
株式会社スタジオアタオ,有価証券報告書－第19期(2022/03/01－2023/02/28),S100QUWP,35500,E32736,2023-02-28,2023-05-30,小売業
株式会社サマンサタバサジャパンリミテッド,有価証券報告書－第29期(2022/03/01－2023/02/28),S100QUW1,78290,E03463,2023-02-28,2023-05-30,その他製品
株式会社エヌリンクス,有価証券報告書－第13期(2022/03/01－2023/02/28),S100QUTT,65780,E33928,2023-02-28,2023-05-30,サービス業
スローガン株式会社,有価証券報告書－第18期(2022/03/01－2023/02/28),S100QUZ8,92530,E37006,2023-02-28,2023-05-31,サービス業
株式会社エービーシー・マート,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QUO2,26700,E02925,2023-02-28,2023-05-31,小売業
株式会社スタジオアリス,有価証券報告書－第49期(2022/03/01－2023/02/28),S100QUSO,23050,E03393,2023-02-28,2023-05-31,サービス業
ローツェ株式会社,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QUUU,63230,E02328,2023-02-28,2023-05-31,機械
株式会社ヨシムラ・フード・ホールディングス,有価証券報告書－第15期(2022/03/01－2023/02/28),S100QUXB,28840,E32138,2023-02-28,2023-05-31,サービス業
株式会社壱番屋,有価証券報告書－第41期(2022/03/01－2023/02/28),S100QV0P,76300,E03329,2023-02-28,2023-05-31,小売業
株式会社コパ・コーポレーション,有価証券報告書－第25期(2022/03/01－2023/02/28),S100QUUB,76890,E35554,2023-02-28,2023-05-31,卸売業
株式会社ジェーソン,有価証券報告書－第38期(2022/03/01－2023/02/28),S100QUXW,30800,E03509,2023-02-28,2023-05-31,小売業
㈱ティムス,有価証券報告書－第19期(2022/03/01－2023/02/28),S100QV1P,48910,E37069,2023-02-28,2023-05-31,医薬品
株式会社ありがとうサービス,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QV31,31770,E26821,2023-02-28,2023-05-31,小売業
株式会社パパネッツ,有価証券報告書－第28期(2022/03/01－2023/02/28),S100QV2C,93880,E33610,2023-02-28,2023-05-31,倉庫・運輸関連
株式会社ジオコード,有価証券報告書－第19期(2022/03/01－2023/02/28),S100QV3B,73570,E36078,2023-02-28,2023-05-31,サービス業
ベースフード株式会社,有価証券報告書－第7期(2022/03/01－2023/02/28),S100QV3V,29360,E38104,2023-02-28,2023-05-31,小売業
スギホールディングス株式会社,有価証券報告書－第41期(2022/03/01－2023/02/28),S100QUCN,76490,E03344,2023-02-28,2023-05-31,小売業
株式会社ジェイグループホールディングス,有価証券報告書－第22期(2022/03/01－2023/02/28),S100QV4M,30630,E03495,2023-02-28,2023-05-31,小売業
中本パックス株式会社,有価証券報告書－第35期(2022/03/01－2023/02/28),S100QV16,78110,E31924,2023-02-28,2023-05-31,その他製品
株式会社アークコア,有価証券報告書－第20期(2022/03/01－2023/02/28),S100QP7R,33840,E02989,2023-02-28,2023-05-31,卸売業
株式会社エスケイジャパン,有価証券報告書－第34期(2022/03/01－2023/02/28),S100QV79,76080,E02897,2023-02-28,2023-05-31,卸売業
株式会社ベクトル,有価証券報告書－第31期(2022/03/01－2023/02/28),S100QUZ2,60580,E26428,2023-02-28,2023-05-31,サービス業
株式会社Ｎｏ．１,有価証券報告書－第34期(2022/03/01－2023/02/28),S100QV4R,35620,E33037,2023-02-28,2023-05-31,卸売業
クオンタムソリューションズ株式会社,有価証券報告書－第24期(2022/03/01－2023/02/28),S100QUX3,23380,E05315,2023-02-28,2023-05-31,情報・通信業
株式会社スクロール,有価証券報告書－第82期(2022/04/01－2023/03/31),S100QUW2,80050,E03054,2023-03-31,2023-05-31,小売業
株式会社ヤマザワ,有価証券報告書－第61期(2022/03/01－2023/02/28),S100QV45,99930,E03228,2023-02-28,2023-05-31,小売業
株式会社ティーケーピー,有価証券報告書－第18期(2022/03/01－2023/02/28),S100QV53,34790,E20616,2023-02-28,2023-05-31,不動産業
株式会社ＷＡＣＵＬ,有価証券報告書－第13期(2022/03/01－2023/02/28),S100QV73,41730,E36323,2023-02-28,2023-05-31,情報・通信業
株式会社北の達人コーポレーション,有価証券報告書－第22期(2022/03/01－2023/02/28),S100QUYK,29300,E26549,2023-02-28,2023-05-31,化学
株式会社アマナ,有価証券報告書－第53期(2022/01/01－2022/12/31),S100QV7O,24020,E05403,2022-12-31,2023-05-31,サービス業
株式会社アクアライン,有価証券報告書－第28期(2022/03/01－2023/02/28),S100QV8F,61730,E31694,2023-02-28,2023-05-31,サービス業
フロイント産業株式会社,有価証券報告書－第59期(2022/03/01－2023/02/28),S100QV18,63120,E01706,2023-02-28,2023-05-31,機械
ユナイテッド＆コレクティブ株式会社,有価証券報告書－第23期(2022/03/01－2023/02/28),S100QUZ4,35570,E32965,2023-02-28,2023-05-31,小売業
株式会社ビザスク,有価証券報告書－第11期(2022/03/01－2023/02/28),S100QV83,44900,E35278,2023-02-28,2023-05-31,情報・通信業
株式会社きょくとう,有価証券報告書－第44期(2022/03/01－2023/02/28),S100QVA7,23000,E05278,2023-02-28,2023-05-31,サービス業
株式会社きもと,有価証券報告書－第63期(2022/04/01－2023/03/31),S100QVA8,79080,E02425,2023-03-31,2023-06-01,化学
株式会社京ヶ野ゴルフ倶楽部,有価証券報告書－第37期(2022/03/21－2023/03/20),S100QVU7,,E04708,2023-03-20,2023-06-06,サービス業
ＨＯＹＡ株式会社,有価証券報告書－第85期(2022/04/01－2023/03/31),S100QWA7,77410,E01124,2023-03-31,2023-06-06,精密機器
鷹之台ゴルフ株式会社,有価証券報告書－第55期(2022/04/01－2023/03/31),S100QWJX,,E03926,2023-03-31,2023-06-08,不動産業
福井県観光開発株式会社,有価証券報告書－第64期(2022/04/01－2023/03/31),S100QWIX,,E04612,2023-03-31,2023-06-08,サービス業
株式会社日本取引所グループ,有価証券報告書－第22期(2022/04/01－2023/03/31),S100QWQB,86970,E03814,2023-03-31,2023-06-09,その他金融業
株式会社スーパーツール,有価証券報告書－第63期(2022/03/16－2023/03/15),S100QWBV,59900,E01435,2023-03-15,2023-06-09,金属製品
株式会社滋賀銀行,有価証券報告書－第136期(2022/04/01－2023/03/31),S100QWNJ,83660,E03575,2023-03-31,2023-06-12,銀行業
三谷産業株式会社,有価証券報告書－第98期(2022/04/01－2023/03/31),S100QX0Q,82850,E02692,2023-03-31,2023-06-12,卸売業
株式会社近鉄エクスプレス,有価証券報告書－第54期(2022/04/01－2023/03/31),S100QXL5,,E04364,2023-03-31,2023-06-13,倉庫・運輸関連
株式会社東海理化電機製作所,有価証券報告書－第76期(2022/04/01－2023/03/31),S100QXDB,69950,E01898,2023-03-31,2023-06-13,輸送用機器
エムケー精工株式会社,有価証券報告書－第67期(2022/03/21－2023/03/20),S100QXCJ,59060,E02409,2023-03-20,2023-06-13,金属製品
愛三工業株式会社,有価証券報告書－第121期(2022/04/01－2023/03/31),S100QXNZ,72830,E02162,2023-03-31,2023-06-13,輸送用機器
インフォコム株式会社,有価証券報告書－第41期(2022/04/01－2023/03/31),S100QXM7,43480,E05272,2023-03-31,2023-06-14,情報・通信業
伊藤忠エネクス株式会社,有価証券報告書－第63期(2022/04/01－2023/03/31),S100QXOD,81330,E02643,2023-03-31,2023-06-14,卸売業
株式会社ＺＯＺＯ,有価証券報告書－第25期(2022/04/01－2023/03/31),S100QX95,30920,E05725,2023-03-31,2023-06-14,小売業
株式会社ハマキョウレックス,有価証券報告書－第52期(2022/04/01－2023/03/31),S100QXSH,90370,E04220,2023-03-31,2023-06-14,陸運業
株式会社テンポイノベーション,有価証券報告書－第17期(2022/04/01－2023/03/31),S100QY33,34840,E33435,2023-03-31,2023-06-14,不動産業
亀田製菓株式会社,有価証券報告書－第66期(2022/04/01－2023/03/31),S100QXQN,22200,E00385,2023-03-31,2023-06-14,食料品
株式会社カワチ薬品,有価証券報告書－第56期(2022/03/16－2023/03/15),S100QY5Z,26640,E03356,2023-03-15,2023-06-15,小売業
株式会社ヤマナカ,有価証券報告書－第66期(2022/03/21－2023/03/20),S100QXGZ,81900,E03072,2023-03-20,2023-06-15,小売業
山洋電気株式会社,有価証券報告書－第121期(2022/04/01－2023/03/31),S100QY25,65160,E01806,2023-03-31,2023-06-15,電気機器
東京日産コンピュータシステム株式会社,有価証券報告書－第35期(2022/04/01－2023/03/31),S100QY5R,33160,E02966,2023-03-31,2023-06-15,卸売業
株式会社ハチバン,有価証券報告書－第53期(2022/03/21－2023/03/20),S100QXYU,99500,E03202,2023-03-20,2023-06-15,小売業
株式会社エイトレッド,有価証券報告書－第16期(2022/04/01－2023/03/31),S100QYD3,39690,E32825,2023-03-31,2023-06-15,情報・通信業
株式会社ジャパン・ティッシュエンジニアリング,有価証券報告書－第25期(2022/04/01－2023/03/31),S100QY5M,77740,E02357,2023-03-31,2023-06-15,精密機器
さくらインターネット株式会社,有価証券報告書－第24期(2022/04/01－2023/03/31),S100QY43,37780,E05518,2023-03-31,2023-06-15,情報・通信業
株式会社キーエンス,有価証券報告書－第54期(2022/03/21－2023/03/20),S100QY7Y,68610,E01967,2023-03-20,2023-06-15,電気機器
株式会社デサント,有価証券報告書－第66期(2022/04/01－2023/03/31),S100QYG8,81140,E00601,2023-03-31,2023-06-15,繊維製品
ニフティライフスタイル株式会社,有価証券報告書－第6期(2022/04/01－2023/03/31),S100QY8D,42620,E37206,2023-03-31,2023-06-15,情報・通信業
沖縄セルラー電話株式会社,有価証券報告書－第32期(2022/04/01－2023/03/31),S100QY64,94360,E04460,2023-03-31,2023-06-15,情報・通信業
Ｚホールディングス株式会社,有価証券報告書－第28期(2022/04/01－2023/03/31),S100QY1D,46890,E05000,2023-03-31,2023-06-15,情報・通信業
イビデン株式会社,有価証券報告書－第170期(2022/04/01－2023/03/31),S100QXXT,40620,E00775,2023-03-31,2023-06-15,電気機器
株式会社Ｔ＆Ｄホールディングス,有価証券報告書－第19期(2022/04/01－2023/03/31),S100QXRZ,87950,E03851,2023-03-31,2023-06-15,保険業
未来工業株式会社,有価証券報告書－第58期(2022/03/21－2023/03/20),S100QYE0,79310,E02002,2023-03-20,2023-06-16,化学
ヤマトホールディングス株式会社,有価証券報告書－第158期(2022/04/01－2023/03/31),S100QYKD,90640,E04187,2023-03-31,2023-06-16,陸運業
株式会社ミツウロコグループホールディングス,有価証券報告書－第114期(2022/04/01－2023/03/31),S100QYIH,81310,E01074,2023-03-31,2023-06-16,卸売業
大宝運輸株式会社,有価証券報告書－第72期(2022/03/21－2023/03/20),S100QY1X,90400,E04217,2023-03-20,2023-06-16,陸運業
セキ株式会社,有価証券報告書－第74期(2022/04/01－2023/03/31),S100QY6Q,78570,E00730,2023-03-31,2023-06-16,その他製品
石塚硝子株式会社,有価証券報告書－第88期(2022/03/21－2023/03/20),S100QYFK,52040,E01123,2023-03-20,2023-06-16,ガラス・土石製品
株式会社ちゅうぎんフィナンシャルグループ,有価証券報告書－第1期(2022/04/01－2023/03/31),S100QYOR,58320,E37785,2023-03-31,2023-06-16,銀行業
株式会社みずほ銀行,有価証券報告書－第21期(2022/04/01－2023/03/31),S100QYPF,,E03532,2023-03-31,2023-06-16,銀行業
株式会社コーエーテクモホールディングス,有価証券報告書－第14期(2022/04/01－2023/03/31),S100QY9X,36350,E22460,2023-03-31,2023-06-16,情報・通信業
